timestamp;data;status_teste;ip;porta;controle;origem;mascara rede;
1654290540;03/06/2022 18:09:00;naook;10.5.5.23;1400;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290545;03/06/2022 18:09:05;naook;10.5.5.23;1499;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290551;03/06/2022 18:09:11;naook;10.5.5.23;3306;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290557;03/06/2022 18:09:17;naook;10.5.5.23;33060;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290563;03/06/2022 18:09:23;naook;10.5.5.23;33062;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290569;03/06/2022 18:09:29;naook;10.5.5.23;5430;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290575;03/06/2022 18:09:35;naook;10.5.5.23;5540;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290581;03/06/2022 18:09:41;naook;10.5.5.23;50000;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290587;03/06/2022 18:09:47;naook;10.5.5.23;50999;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290593;03/06/2022 18:09:53;naook;10.5.5.23;443;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290599;03/06/2022 18:09:59;naook;10.5.5.23;1432;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290605;03/06/2022 18:10:05;naook;10.5.5.23;1435;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.5.5.23/32;
1654290611;03/06/2022 18:10:11;naook;10.192.2.153;22;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290617;03/06/2022 18:10:17;naook;10.192.2.153;3389;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290623;03/06/2022 18:10:23;naook;10.192.2.153;80;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290629;03/06/2022 18:10:29;naook;10.192.2.153;1520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290635;03/06/2022 18:10:35;naook;10.192.2.153;1599;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290641;03/06/2022 18:10:41;naook;10.192.2.153;1158;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290647;03/06/2022 18:10:47;naook;10.192.2.153;5500;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290653;03/06/2022 18:10:53;naook;10.192.2.153;5519;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290659;03/06/2022 18:10:59;naook;10.192.2.153;1521;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290665;03/06/2022 18:11:05;naook;10.192.2.153;1525;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290671;03/06/2022 18:11:11;naook;10.192.2.153;5520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290677;03/06/2022 18:11:17;naook;10.192.2.153;5539;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
1654290683;03/06/2022 18:11:23;naook;10.192.2.153;1400;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.2.153/32;
